File Name,Collection Name#1,Work ID#1,Work Refid#1,Work Refid#2,Work Type#1,Work Type Vocab#1,Work Type Refid#1,Work Type#2,Work Type Vocab#2,Work Type Refid#2,Work Title#1,Work Title Type#1,Work Title Source#1,Work Agent Name#1,Work Agent Name Type#1,Work Agent Role#1,Work Agent Role Vocab#1,Work Agent Role Refid#1,Work Agent Name#2,Work Agent Name Type#2,Work Agent Role#2,Work Agent Role Vocab#2,Work Agent Role Refid#2,Work Date#1,Earliest Date#1,Latest Date#1,Work Date Type#1,Creation Date#1,Discovery Date#1,Work Date#2,Earliest Date#2,Latest Date#2,Work Date Type#2,Creation Date#2,Discovery Date#2,Subject Term#1,Subject Type#1,Subject Vocab#1,Subject Refid#1,Location Name#1,Location Type#1,Location Refid#1,Location Refid Type#1,Repository Location Name#1,Material#1,Material Type#1,Material Vocab#1,Material Refid#1,Material#2,Material Type#2,Material Vocab#2,Material Refid#2,Material#3,Material Type#3,Material Vocab#3,Material Refid#3,Technique#1,Technique Vocab#1,Technique Refid#1,Style Period#1,Cultural Context#1,Cultural Context Vocab#1,Cultural Context Refid#1,Work Description#1,Relation#1,Relation Type#1,Relation Relids#1,Relation href#1,Image Rights,Image Source Name#1,Image Agent Name#1,Image Agent Name Type#1,Image Agent Role#1,Image Work Type#1,Earliest Era Or Lowest Erathem#1,Latest Era Or Highest Erathem#1,Earliest Period Or Lowest System#1,Latest Period Or Highest System#1,Earliest Epoch Or Lowest Series#1,Latest Epoch Or Highest Series#1,Earliest Age Or Lowest Stage#1,Latest Age Or Highest Stage#1,Lithostratigraphic Terms#1,Lithostratigraphic Terms#2,Age#2,Lithostratigraphic Terms#3,Age#3,Scientific Name#1,Accepted Usage Name#1,Higher Classification#1,ln_RECORDID,ln_RECORD_BATCHID,lnexp_MEDIAFILENAME
musm_natHist_a_5943,The 3D Natural History Digital Collection,5943,A1073,,ladles,aat,300200095,,,,ladle,descriptive,University of Colorado Boulder Museum of Natural History,,,,,,,,,,,1939-08/1939-09,,,discovery,,,0126/0264,126,264,creation,126-264 CE,1939-08/1939-09,Anthropology,descriptiveTopic,lcsh,sh 85005581,"Moffat County, CO, Castle Park, Yampa Canyon, Mantle's Cave",discovery,05MF0001,other (site number),University of Colorado Boulder Museum of Natural History,gourd,medium,aat,300011870,,,,,,,,,basketmaking,aat,300053590,,Fremont,aat,300016927,Half gourd-basketry ladle of willow and pitch. The ladle is coiled and slightly singed with blue pigment on the outside.,,,,,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. http://rightsstatements.org/vocab/UND/1.0/",,"Mulcrone, Patrick",personal,scanning technician,digital image,,,,,,,,,,,,,,,,,1094675,,musm_natHist_a_05943.jpg|musm_natHist_a_05943.jpg
musm_natHist_a_6006,The 3D Natural History Digital Collection,6006,A383,,mats (floor coverings),aat,300186112,,,,mat,descriptive,University of Colorado Boulder Museum of Natural History,,,,,,,,,,,0600/1300,600,1300,creation,600-1300 CE,3/18/1940,3/18/1940,,,discovery,,,Anthropology,descriptiveTopic,lcsh,sh 85005581,"Moffat County, CO, Castle Park, Yampa Canyon, Mantle's Cave",discovery,05MF0001,other (site number),University of Colorado Boulder Museum of Natural History,,,,,,,,,,,,,twining,aat,300228538,,Fremont,aat,300016927,Twined and rigged mat.,,,,,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. http://rightsstatements.org/vocab/UND/1.0/",,"Mulcrone, Patrick",personal,scanning technician,digital image,,,,,,,,,,,,,,,,,1094770,,
musm_natHist_a_193901001,The 3D Natural History Digital Collection,1939.01.001,A436,,weights (object genres),aat,300343371,,,,weight,descriptive,University of Colorado Boulder Museum of Natural History,,,,,,,,,,,0600/1300,600,1300,creation,600-1300 CE,4/2/1940,4/2/1940,,,discovery,,,Anthropology,descriptiveTopic,lcsh,sh 85005581,,,,,University of Colorado Boulder Museum of Natural History,stone (worked rock),medium,aat,300011176,,,,,,,,,,,,,Fremont,aat,300016927,"Black stone (possibly carapace stone) atl atl weight, tied with string.",,,,,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. http://rightsstatements.org/vocab/UND/1.0/",,"Mulcrone, Patrick",personal,scanning technician,digital image,,,,,,,,,,,,,,,,,1094968,,musm_natHist_a_1939_01_001.jpg|musm_natHist_a_1939_01_001.jpg
musm_natHist_a_5957,The 3D Natural History Digital Collection,5957,A1087,,baskets (containers),aat,300194498,,,,basket,descriptive,University of Colorado Boulder Museum of Natural History,,,,,,,,,,,0600/1300,600,1300,creation,600-1300 CE,1939-08/1939-09,1939-08/1939-09,,,discovery,,,Anthropology,descriptiveTopic,lcsh,sh 85005581,"Moffat County, CO, Castle Park, Yampa Canyon, Mantle's Cave",discovery,05MF0001,other (site number),University of Colorado Boulder Museum of Natural History,pitch (tar),medium,aat,300012949,,,,,,,,,basketmaking,aat,300053590,,Fremont,aat,300016927,"Coiled, globular basket with pitch. The basket has a hide carrying strap, has been repaired, and has pitch on the inside of the basket.",,,,,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. http://rightsstatements.org/vocab/UND/1.0/",,"Mulcrone, Patrick",personal,scanning technician,digital image,,,,,,,,,,,,,,,,,1094691,,musm_natHist_a_05957.jpg|musm_natHist_a_05957.jpg
musm_natHist_a_5960,The 3D Natural History Digital Collection,5960,A1086,,fishhooks,aat,300024418,,,,fishhook,descriptive,University of Colorado Boulder Museum of Natural History,,,,,,,,,,,0600/1300,600,1300,creation,600-1300 CE,1939-08/1939-09,1939-08/1939-09,,,discovery,,,Anthropology,descriptiveTopic,lcsh,sh 85005581,"Moffat County, CO, Castle Park, Yampa Canyon, Mantle's Cave",discovery,05MF0001,other (site number),University of Colorado Boulder Museum of Natural History,bone (material),medium,aat,300011798,vegetable-tanned leather,medium,aat,300263004,wood (plant material),medium,aat,300011914,,,,,Fremont,aat,300016927,"Three fish hooks of bone and wood, vegetal line. The lines are attached to the hooks at the base. There are two different line types.",,,,,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. http://rightsstatements.org/vocab/UND/1.0/",,"Mulcrone, Patrick",personal,scanning technician,digital image,,,,,,,,,,,,,,,,,1094707,,
musm_natHist_a_5997,The 3D Natural History Digital Collection,5997,A313a,,baskets (containers),aat,300194498,,,,basket fragment,descriptive,University of Colorado Boulder Museum of Natural History,,,,,,,,,,,0600/1300,600,1300,creation,600-1300 CE,2/1/1949,2/1/1949,,,discovery,,,Anthropology,descriptiveTopic,lcsh,sh 85005581,"Moffat County, CO, Castle Park, Yampa Canyon, Mantle's Cave",discovery,05MF0001,other (site number),University of Colorado Boulder Museum of Natural History,,,,,,,,,,,,,basketmaking,aat,300053590,,Fremont,aat,300016927,Coiled basket core. This object has a hole in the center.,,,,,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. http://rightsstatements.org/vocab/UND/1.0/",,"Mulcrone, Patrick",personal,scanning technician,digital image,,,,,,,,,,,,,,,,,1094740,,musm_natHist_a_05997.jpg|musm_natHist_a_05997.jpg
musm_natHist_a_5990,The 3D Natural History Digital Collection,5990,a296a,,knives,aat,300024668,,,,knife,descriptive,University of Colorado Boulder Museum of Natural History,,,,,,,,,,,0600/1300,600,1300,creation,600-1300 CE,2/24/1940,2/24/1940,,,discovery,,,Anthropology,descriptiveTopic,lcsh,sh 85005581,"Moffat County, CO, Castle Park, Yampa Canyon, Mantle's Cave",discovery,05MF0001,other (site number),University of Colorado Boulder Museum of Natural History,wood (plant material),medium,aat,300011914,plant fiber,medium,aat,300014031,,,,,,,,,Fremont,aat,300016927,Wooden handle hafted knife with black blade. There are two sections with plant fiber wraped around the handle.,,,,,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. http://rightsstatements.org/vocab/UND/1.0/",,"Mulcrone, Patrick",personal,scanning technician,digital image,,,,,,,,,,,,,,,,,1094724,,musm_natHist_a_05990.jpg|musm_natHist_a_05990.jpg
musm_natHist_a_3304,The 3D Natural History Digital Collection,3304,M215,,bracelets (jewelry),aat,300045991,,,,bracelet,descriptive,University of Colorado Boulder Museum of Natural History,,,,,,,,,,,1926,,,discovery,,1926,,,,,,,Anthropology,descriptiveTopic,lcsh,sh 85005581,"NM, Mimbres Valley, McSherry Ruin",discovery,,,University of Colorado Boulder Museum of Natural History,shell (animal material),medium,aat,300011829,,,,,,,,,,,,,Mimbres,aat,300016943,One lot of white shell bracelets.,,,,,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. http://rightsstatements.org/vocab/UND/1.0/",,"Mulcrone, Patrick",personal,scanning technician,digital image,,,,,,,,,,,,,,,,,1094604,,musm_natHist_a_03304.jpg|musm_natHist_a_03304.jpg
musm_natHist_a_3241,The 3D Natural History Digital Collection,3241,M154,,metates,aat,300209571,,,,metata,descriptive,University of Colorado Boulder Museum of Natural History,,,,,,,,,,,1926,,,discovery,,1926,,,,,,,Anthropology,descriptiveTopic,lcsh,sh 85005581,"CO, between Mancos and La Plata Valleys",discovery,,,University of Colorado Boulder Museum of Natural History,stone (worked rock),medium,aat,300011176,,,,,,,,,,,,,Mimbres,aat,300016943,Stone bowl-shaped metate.,,,,,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. http://rightsstatements.org/vocab/UND/1.0/",,"Mulcrone, Patrick",personal,scanning technician,digital image,,,,,,,,,,,,,,,,,1094590,,musm_natHist_a_03241.jpg|musm_natHist_a_03241.jpg
musm_natHist_a_6289,The 3D Natural History Digital Collection,6289,,,awls,aat,300024663,,,,awl,descriptive,University of Colorado Boulder Museum of Natural History,,,,,,,,,,,3/15/1905,,,discovery,,,,,,,,3/15/1905,Anthropology,descriptiveTopic,lcsh,sh 85005581,"Silver City, NM",discovery,,,University of Colorado Boulder Museum of Natural History,bone (material),medium,aat,300011798,,,,,,,,,,,,,Mimbres,aat,300016943,Bone awl.,3D print file of awl,relatedTo,musm_natHist_a_06289.stl,<a href='http://ucblibraries.colorado.edu/systems/digitalinitiatives/print/musm_natHist_a_06289.stl'>Download 3D print file</a>,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. http://rightsstatements.org/vocab/UND/1.0/",,"Mulcrone, Patrick",personal,scanning technician,digital image,,,,,,,,,,,,,,,,,1094879,,
